,description_x,description_y,similarity
1172,schwab dow jones u.s. dividend 100 index,schwab us dividend equity etf,0.05380333951762523
1173,canadian natl ry co com isin #ca7 sedol #2180632,canadian natl ry co f,0.03096410978184377
1174,energy transfer prtnrs l p unit ltd partn,energy transfer partners l p unit ltd partnership int,0.11930926216640503
1175,ishares core msci emerging etf,ishares inc core msci emerging mkts etf,0.1673469387755102
1176,van small cap index admir,vanguard small cap index fund,0.14842300556586271
1177,metropolitan west total return m,metwest tot rtn bd i,0.06874328678839957
1178,fid large cap stock,dreyfus small cap stock index,0.0748299319727891
1179,vnguard institutional index,vanguard institutional index fund,0.2565597667638484
1180,vanguard short term corp bond etf,vanguard short-term corporate div: 1.585,0.08928571428571429
1181,ares cap corp com,ares capital corp com,0.3755102040816327
1182,vanguard sector index fds vanguard energy vipers,vanguard energy etf,0.02423469387755102
1183,oppenheimer developing mkts fd cl a,oppenheimer developing markets a,0.1673469387755102
1184,royal dutch shell plc sponsored adr repstg a shs,royal dutch shell plc,0.03352769679300291
1185,bridgepoint education,bridgepoint education inc com,0.19047619047619047
1186,oneok inc cm (new),oneok inc.,0.1673469387755102
1187,vanguard intermediate-term investment-grade fund investor shares,vanguard int term inv grade,0.01122448979591837
1188,oakmark international fund class i,harris oakmark international fund cl i,0.14842300556586271
1189,harbor fd intl fd,harbor international fund inst cl,0.058309037900874626
1190,rite aid corp,rite aid corporation,0.2193877551020408
1191,templeton global bond fund adv cl,tmpl global bond r6,0.08163265306122448
1192,powershares fin pfd,powershares etf trust finl div: 1.058,0.05380333951762523
1193,ameresco inc cl a,ameresco inc com usd0.0001 cl a,0.09795918367346938
1194,vanguard bond index total mkt investor,vanguard total bond market index inv,0.05380333951762523
1195,goldman sachs mgd futures strat a,aqr managed futures strategy r6,0.0748299319727891
1196,vanguard windsor ii fd investor share,vanguard windsor ii fund investor shares,0.4795918367346939
1197,ishares msci eafe small cap etf,ishares tr msci small cap,0.11930926216640503
1198,oppenheimer developing markets fnd y,oppenheimer developing mkts odvyxfds cl y,0.10787172011661807
1199,vanguard small cap,vanguard small-cap etf,0.3061224489795918
1200,skechers usa inc,skechers u s a inc class a,0.14842300556586271
1201,alphabet inc cl c,alphabet inc. class c,0.3755102040816327
1202,amn healthcare services inc,amn healthcare svcs inc com,0.19047619047619047
1203,pentair plc,pentair plc f,0.6530612244897959
1204,rr donnelley & sons,donnelley (r.r.) & son,0.13265306122448978
1205,pepsico incorporated,pepsico inc cmn,0.1673469387755102
1206,tupperware brands corp,tupperware brands corp com,0.3755102040816327
1207,oppenheimer international growth fund - class a,oppenheimer intl growth fd cl a,0.08163265306122448
1208,vanguard small cap index fund - admiral,vanguard small-cap index fund admiral shares,0.14842300556586271
1209,am fnd europacfic grth r6,american funds europacific growth fund,0.08928571428571429
1210,zillow group inc cl a isin #us8 sedol #bvyjbr3,zillow group inc cl a,0.0392464678178964
1211,fidelity low priced stock fund,fidelity low priced stock,0.3061224489795918
1212,schwab us large cap growth etf,schwab strategic tr us lcap gr,0.058309037900874626
1213,time warner inc com,time warner inc com new,0.3755102040816327
1214,vanguard index fds vanguard mid-cap etf,vanguard mid-cap vipers,0.04244897959183674
1215,china mobile ltd spn adr,china mobile ltd,0.19047619047619047
1216,ishares trust floating rate bd etf,ishares floating rate bond etf,0.19047619047619047
1217,google inc cl a,google inc class a,0.4795918367346939
1218,vanguard total bond market index adm,vanguard total bond market index fund institutional shares,0.04244897959183674
1219,wal-mart stores inc com isin #us9 sedol #2936921,scana corp new com isin #us7 sedol #2545844,0.05380333951762523
1220,vanguard total bond market index fund admiral shares,vang tot bd mkt inst,0.02040816326530612
1221,bofi holdings inc com,bofi hldg inc com,0.3755102040816327
1222,ishares tr core s&p small-cap etf,ishares core s&p small-cap etf,0.4795918367346939
1223,spdr s&p 500 etf,spdr s&p 500 etf trust unit ser 1 s&p,0.05380333951762523
1224,meridian bioscience inc,meridian bioscience inc.,1.0
1225,alphabet inc cl c,alphabet inc shs cl c,0.3755102040816327
1226,the financial select sector spdr fund,select str financial select s etf iv,0.049689440993788817
1227,vanguard ttl bnd mrk indx inst,vanguard total bond market index fund institutional plus shares,0.02040816326530612
1228,vanguard small cap index - a,"vanguard small cap index, adm",0.3755102040816327
1229,victory munder mid cap core growth fund cl y,victory munder mid-cap core gr,0.08928571428571429
1230,intercontinental exchange inc com usd0.01,intercontinentalexchange group div: 3.400,0.08928571428571429
1231,vanguard ftse developed markets,vanguard ftse developed etf,0.3061224489795918
1232,johnson & johnson div: 3.000,johnson & johnson com,0.14842300556586271
1233,apple incorporated,apple inc.,0.1673469387755102
1234,hudson pacific properties div: 0.800,hudson pac pptys inc com usd0.01,0.05380333951762523
1235,powershares qqq trust series,powershares qqq trust se,0.3755102040816327
1236,vanguard fd total intl stock index fd admiral shs,vanguard total intl stk index,0.058309037900874626
1237,southern co,southern co com,0.3755102040816327
1238,lazard emerging mkts equity,lazard emerging markets equity portfolio institutional shares,0.018658892128279883
1239,sprtn total mkt indx investor class,sptn tot mkt idx ins,0.08928571428571429
1240,at&t inc com isin #us3 sedol #2831811,franklin res inc com isin #us8 sedol #2350684,0.06874328678839957
1241,market vectors etf tr high yield mun etf,market vectors high-yield municipal inde,0.06874328678839957
1242,royal dutch shell plc adr class a,royal dutch shell plc spons adr a,0.19047619047619047
1243,northrop grumman corp holding co,northrop grumman corp,0.13265306122448978
1244,cvr refining lp lp,cvr refining lp,0.4795918367346939
1245,t rowe price new horizons fund,trp new horizons,0.09795918367346938
1246,prologis inc reit,prologis inc com,0.3755102040816327
1247,national oilwell varco inc,national oilwell varco inc com,0.3755102040816327
1248,fidelity advisor new insights fd cl c,fidelity advisor new insights fund - class c,0.2193877551020408
1249,skechers u s a inc class a,skechers usa inc,0.14842300556586271
1250,spdr barclays intern treasury bd et,spdr barclays international etf,0.11930926216640503
1251,pimco total return fund cl d,total return fund (pimco),0.10787172011661807
1252,yum brands inc com,yum brands inc,0.3755102040816327
1253,vanguard sml-cap ind-adm,vnguard index trust small cap idx instl,0.04244897959183674
1254,alphabet inc class a,alphabet inc-cl a,0.3755102040816327
1255,kinder morgan inc de,kinder morgan inc. del,0.6530612244897959
1256,glaxosmithkline adr each cnv into 2 ord gbp0.25,glaxosmithkline plc adrfsponsored adr 1 adr rep 2 ord,0.026333113890717574
1257,blackrock high yield bond instl,blackrock high yld bond port class c,0.11930926216640503
1258,wal-mart stores,wal-mart stores inc com,0.19047619047619047
1259,breitburn energy partners lp com,atlas resource partners l p,0.06874328678839957
1260,activision blizzard inc,activision blizzard inc com,0.3755102040816327
1261,vanguard crsp us small cap value ind et,vanguard small-cap value etf,0.09795918367346938
1262,vanguard charlotte fds total intl bd index fd etf cl,vanguard total intl bond etf,0.0392464678178964
1263,alibaba group holding lt,alibaba group holding ltd spons ads,0.13265306122448978
1264,spdr s&p 500 trust,spdr s&p 500 etf,0.3061224489795918
1265,charles schwab new,charles schwab corp.,0.3061224489795918
1266,vang tot bd mkt adm,vanguard total bond market index inv,0.06326530612244899
1267,cognex corp div: 0.280,cognex corp com,0.14842300556586271
1268,maxim integrated prods inc,maxim integrated pro,0.2565597667638484
1269,jazz pharmaceuticals plc,jazz pharmaceuticals plc shs usd,0.19047619047619047
1270,biogen inc com,biogen idec inc,0.3061224489795918
1271,total s a spon adr div: 2.276,total s a sponsored adr,0.11930926216640503
1272,blackrock global allocation i,blackrock global allocation instl cl,0.2193877551020408
1273,pimco fds income fund cl d,pimco fds income instl,0.2193877551020408
1274,metropolitan west total return m,metropolitan west fds total ret cl i,0.19047619047619047
1275,pim real return inst,pimco real return class d,0.19047619047619047
1276,pimco fds income fund cl d,pimco incm inst cl,0.11930926216640503
1277,af bond fd amer r6,the bond fund of america-r3,0.10787172011661807
1278,liberty broadband corp com ser c,liberty broadband corp s-c,0.2193877551020408
1279,skechers u s a inc cl a,skechers u s a inc class a,0.4795918367346939
1280,national-oilwell varco inc,national oilwell varco inc com,0.3061224489795918
1281,zillow group inc. - class c,zillow group inc cl a,0.2193877551020408
1282,tmpl global bond a,templeton global bd r,0.19047619047619047
1283,unilever plc adr amer shs spon,unilever plc sponsored adr new,0.08928571428571429
1284,ishares msci eafe small-cap,ishares msci eafe sm cap etf div: 1.028,0.06874328678839957
1285,american eagle outfitters com,american eagle outfitters new com isin #us4 sedol #2048592,0.02857142857142857
1286,mosaic co new com,mosaic co,0.19047619047619047
1287,blackrock strategic income i,blackrock strategic income opps ptf a,0.14842300556586271
1288,blackrock total return fund cl a,blackrock glbl opp eq tr f growth & income fund,0.026333113890717574
1289,vanguard short-term tax-exempt fund admiral shares,vanguard short term tax exempt fd investor shr,0.08928571428571429
1290,wal-mart stores inc com isin #us9311421039 sedol #2936921,wal-mart stores inc com,0.018658892128279883
1291,vanguard int'l growth port inv cl,vanguard international growth fund investor shares,0.04244897959183674
1292,vanguard intl bond index etf,vanguard total intl bond index etf,0.2565597667638484
1293,pimco income a,pimco income fd i,0.3755102040816327
1294,berkshire hathaway inc.,berkshire hathaway inc cl b,0.3061224489795918
1295,newell rubbermaid inc cmn,newell rubbermaid,0.19047619047619047
1296,american funds europacific growth fund,american funds europacific growthr3,0.3061224489795918
1297,ja solar holdings co ltd spon adr rep5ord,ja solar holdings co. ltd. ads,0.08928571428571429
1298,metr w tot rtn bond cl m,metropolitan west total return bond i,0.058309037900874626
1299,rdgewrth m/c value eq i,ridgeworth mid cap value equity cl i,0.09795918367346938
1300,templeton glbal bond adv,tmpl global bond r6,0.1673469387755102
1301,pimco total return fund cl d,pimco total return,0.14842300556586271
1302,general dynamics crp,general dynamics co,0.6530612244897959
1303,breitburn energy partners l p com,atlas resource partners l p,0.06874328678839957
1304,vanguard total bond market index adm,vanguard total bond market index fund institutional plus,0.049689440993788817
1305,brookdale sr living inc com,brookdale senior living inc.,0.19047619047619047
1306,broadridge finl solu,broadridge financial solutions com,0.09795918367346938
1307,vanguard institutional index i,vanguard institutional index,0.6530612244897959
1308,american cap agy corp,american capital agency reit,0.13265306122448978
1309,franklin utilities fund,franklin convertible securities fund cl a,0.06326530612244899
1310,vanguard ftse europe etf div: 1.622,vanguard intl equity index fds ftse europe etf,0.026333113890717574
1311,putnam dynamic asset alloc growth cl a,putnam dynamic asset allocation growth fund cl a,0.14842300556586271
1312,yahoo! inc com,yahoo inc,0.3061224489795918
1313,vanguard total bond market idx-adm,vanguard total bond market index fund institutional shares,0.03352769679300291
1314,unitedhealth grp inc,unitedhealth group inc,0.6530612244897959
1315,technology select sectorspdr etf iv,select sector spdr trust technology select index,0.015444015444015448
1316,oakmark equity & income fd i,oakmark equity and income fund class i,0.13265306122448978
1317,metropolitan west total return bond i,metropolitan west fds total ret cl i,0.13265306122448978
1318,oracle corp $0.01 del,oracle corp com,0.1673469387755102
1319,vanguard target retirement 2045 fund,vanguard target retirement 2045 inv,0.4795918367346939
1320,gopro inc-class a,gopro inc com,0.2193877551020408
1321,nextera energy inc,nextera energy inc com div: 3.480,0.08928571428571429
1322,united st oil fd partnrshp etf,united states oil fund ltd partnership,0.08163265306122448
1323,vanguard total bond market index admiral,vanguard total bond market index fund investor shares,0.08163265306122448
1324,tjx cos inc new com isin #us0 sedol #2989301,tjx cos inc new com isin #us8725401090 sedol #2989301,0.1673469387755102
1325,vanguard small cap index - a,vanguard small-cap index fund institutional shares,0.04244897959183674
1326,american funds europacific gr r4,american funds euro pacific gr,0.3755102040816327
1327,whole foods mkt inc com,whole foods mkt inc,0.3755102040816327
1328,vanguard equity income fund admiral shares,vanguard equity income adm,0.08163265306122448
1329,quality sys inc com isin #us4 sedol #2715391,quality systems inc com,0.03096410978184377
1330,vanguard sector index fds vanguard information technology vi,vanguard information tech etf,0.017006802721088433
1331,ishares russell 1000 growth etf,russell 1000 growth (ishares),0.08163265306122448
1332,vanguard short term corp bond index fund etf,vanguard short-term corporate div: 1.585,0.06326530612244899
1333,deutsche x-trackers msci eaf,deutsch x trks msci eafehdg eqy etf,0.06874328678839957
1334,vnguard total bond market index adm,vanguard total bond market index fund institutional plus shares,0.026333113890717574
1335,harbor fd intl fd,harbor international inst,0.09795918367346938
1336,exxon mobil corporation com,exxon mobil corp | e005207,0.13265306122448978
1337,charles schwab new,the charles schwab corp,0.19047619047619047
1338,v f corp com,vf corp,0.3061224489795918
1339,vanguard total bond market index fund admiral shares,vanguard total bond market index fund institutional plus shares,0.08928571428571429
1340,whole foods mkt inc com,whole foods market inc,0.2193877551020408
1341,vanguard us value fund,vanguard us value investor,0.19047619047619047
1342,vnguard total bond market index adm,vanguard total bond market idx instl pls,0.13265306122448978
1343,wisdomtree invts inc,wisdomtree investments inc com,0.14842300556586271
1344,comcast corp new cl a,comcast corp com cl a,0.4795918367346939
1345,syngenta ag-adr,syngenta ag adr,1.0
1346,af europac growth r6,american funds euro pacific growth r6,0.0748299319727891
1347,vanguard ttl bond mkt idx adm,vang tot bd mkt inst,0.09795918367346938
1348,vanguard gnma fund,vanguard gnma inv,0.4795918367346939
1349,the oakmark international fund - class i,oakmark intl cl i,0.04591836734693877
1350,american mutual fund cl a,american fd american mutual fd cl f2,0.08163265306122448
1351,perkins small cap value t,perkins sm cap val n,0.2565597667638484
1352,pimco incm cl d,pimco incm inst cl,0.2565597667638484
1353,vanguard small-cap index fund admiral,vnguard index trust small cap idx instl,0.03628117913832199
1354,vanguard 500 index investor,vanguard index 500 port,0.13265306122448978
1355,berkshire hathaway,berkshire hathaway cl-b new,0.1673469387755102
1356,american intl group inc,american intl group,0.3755102040816327
1357,aqr managed futures i,aqr aqr mngd futures strategy i,0.08163265306122448
1358,total s a fadr 1 adr reps 1 ord shs,total s a sponsored adr isin #us1 sedol #2898032,0.03352769679300291
1359,cons discret sel sect spdr fd div: 1.116,consumer discretionary spdr,0.03352769679300291
1360,exxon mobil corp -,exxon mobil corp,0.6530612244897959
1361,microsoft corporation cmn,microsoft corporation,0.3755102040816327
1362,powershares exchange-traded fd tr intl divid achievers portfolio,powershares intl dvdnd achvrs etf iv,0.018658892128279883
1363,vanguard total international bond et,vanguard total intl bond index etf,0.10787172011661807
1364,valero energy corp new -,valero energy corp new com,0.4795918367346939
1365,linkedin corp class a common stock,linkedin corp,0.05380333951762523
1366,coca-cola,coca cola co com,0.19047619047619047
1367,ishares core msci emerging etf,harding loevner emerging markets adv cl,0.0392464678178964
1368,vanguard ftse developed markets,developed markets,0.09795918367346938
1369,sprint corp com,sprint corporation com usd0.01,0.08928571428571429
1370,ishares iboxx high yield corporate bond etf isin #us5 sedol #b1vz486,ishares iboxx $ high yield corporate bon,0.02226345083487941
1371,scorpio tankers inc common,scorpio tankers inc,0.2193877551020408
1372,vanguard intermediate-term tax-exempt fund admiral shares,vanguard intermediate-term tax-ex fund,0.06326530612244899
1373,lloyds banking group plc adr,lloyds banking group plc div: 0.129,0.14842300556586271
1374,pimco total ret fd instl,pimco total return cl a,0.19047619047619047
1375,usd gnb sudameris bk reg s 3.875% may 02 2018,usd arcos dorados bv reg s 6.625% sep 27 2023,0.05380333951762523
1376,vanguard total bond market index adm,vanguard bond index total mkt investor,0.05380333951762523
1377,pimco income fund cl p,pimco incm cl d,0.19047619047619047
1378,trp new horizons,t. rowe price new horizons fund,0.08928571428571429
1379,dfa emerging mkts core eqty port instl,dfa emrg mkt core eq,0.06874328678839957
1380,american funds europacific gr r4,amer funds europac r4 m4741,0.10787172011661807
1381,wisdomtree emerging markets small cap dividend etf,wisdomtree em small cap,0.03352769679300291
1382,goldman sachs group inc com,goldman sachs group inc,0.3755102040816327
1383,synergy pharma,synergy pharmaceuticals inc,0.10787172011661807
1384,pimco total ret fd instl,pimco total return admin,0.19047619047619047
1385,royal dutch shell adr ea rep 2 cl a eur0.07,royal dutch shell fadr 1 adr reps 2 ord shs,0.0748299319727891
1386,vanguard ftse developed etf,vanguard ftse developd mkt etf,0.3061224489795918
1387,ishares russell midcap v etf div: 1.470,ishares russell mid cap value etf iv,0.10787172011661807
1388,pimco fds income fund cl d,pimco income fd i,0.14842300556586271
1389,vanguard fixed income secs inter term invt grade fd admiral cl,vanguard intermediate-term investment-grade fund investor shares,0.01122448979591837
1390,goldman sachs mid cap value r,goldman sachs mid cap value fund - class r,0.10787172011661807
1391,vanguard target retirement 2055 fund investor shares,vang target ret 2055,0.02226345083487941
1392,walgreens boots alli,walgreens boots alliance inc com isin #us4 sedol #btn1y44,0.01396348012889366
1393,pharmerica corp com,pharmerica corp,0.3755102040816327
1394,schwab intl small cap equity etf,schwab strategic tr intl small cap equity etf,0.10787172011661807
1395,ishares national amt-free muni bond etf,ishares national muni,0.06874328678839957
1396,vanguard high dividend yield index fund,vanguard high dividend yield e tf,0.19047619047619047
1397,templeton global bond adv,tmpl global bond r6,0.19047619047619047
1398,schwab intermediate-term bond fund,schwab fundamental glbl real estate index fund,0.03352769679300291
1399,darling ingredients inc,darling ingredients,0.3755102040816327
1400,harris oakmark international fund cl i,the oakmark international fund - class i,0.13265306122448978
1401,"facebook, inc. cmn class a",facebook inc,0.09795918367346938
1402,templeton glbal bond adv,templeton global macro group advisor cl,0.06874328678839957
1403,verizon communications inc com,verizon communications div: 2.260,0.19047619047619047
1404,spdr s&p dividend etf iv,spdr series trust s&p divid,0.0748299319727891
1405,american beacon small cap value fund institutional class,american beacon small cp val inst,0.04591836734693877
1406,ishares tr msci eafe value fd,ishares msci eafe value etf,0.2565597667638484
1407,visa inc-class a shares,visa inc class a,0.19047619047619047
1408,ishares s&p national amt-free muni,ishares s&p national amt-free mun,1.0
1409,fidelity new markets,fid new markets inc,0.1673469387755102
1410,coca cola com,coca-cola co (the),0.2193877551020408
1411,vanguard total international bond et,vanguard total int bd idx etf,0.08928571428571429
1412,fa real estate i,nuveen real estate i,0.2565597667638484
1413,keycorp inc,penney j c co inc,0.14842300556586271
1414,vanguard total bond market idx-adm,vanguard total bond market index fund institutional plus shares,0.02226345083487941
1415,vanguard index fds vanguard value etf formerly vanguard inde,vanguard crsp us large cap value ind et,0.01396348012889366
1416,exxon mobil dda,exxon mobil corp | e005207,0.09795918367346938
1417,novo-nordisk a-s fadr 1 adr reps 1 ord shs,novo-nordisk a/s-spons adr,0.04591836734693877
1418,ishares jpm usd emr etf,ishares emerging markets usd bond etf,0.06326530612244899
1419,metropolitan west total return bond plan class shares,metropolitan west total return bond plan fund,0.11930926216640503
1420,ampco-pittsburgh corp com,ampco pittsburgh corp,0.3061224489795918
1421,energy transfer partners lp com,cheniere energy partners lp com,0.11930926216640503
1422,wells fargo & co com,wells fargo company,0.2193877551020408
1423,nextera energy inc,nextera energy inc com,0.3755102040816327
1424,exelon corporation cmn,exelon corp,0.13265306122448978
1425,pimco real return insitutional,pimco real return fd cl d,0.11930926216640503
1426,ford motor company,ford motor co new div: 0.600,0.08928571428571429
1427,bank of america corp cmn,bank america corp,0.2193877551020408
1428,vnguard institutional index,vanguard institutional index i,0.4795918367346939
1429,berkshire hathaway inc cl b ne,berkshire hathaway,0.11930926216640503
1430,nuance communications inc com isin #us67020y1001 sedol #2402,nuance communications,0.01122448979591837
1431,sptn em mkts idx adv,spartan emerging mkt index fund investor,0.04591836734693877
1432,vanguard balanced index fund investor shares,vanguard balanced index admiral,0.08163265306122448
1433,devon energy corp new com,devon energy corp,0.19047619047619047
1434,mondelez intl class a,mondelez intl inc com,0.2193877551020408
1435,amer funds europac r3 m4740,american funds europacific growthr3,0.08163265306122448
1436,vanguard target retirement 2040 inv,vang target ret 2040,0.08928571428571429
1437,vanguard total bond market index adm,vanguard total bond market index fund institutional plus,0.049689440993788817
1438,anadarko pete corp,anadarko pete div: 1.080,0.14842300556586271
1439,wal-mart stores,wal-mart stores inc.,0.3061224489795918
1440,dodge & cox stock fund,dodge & cox funds stock fund,0.2565597667638484
1441,ishares 7-10 yr treasry bd etf div: 1.973,ishares barclays 7-10 year treasury,0.02857142857142857
1442,breitburn energy ptn lp,breitburn energy partners unit limited partnership interest,0.015444015444015448
1443,wal mart stores inc,wal-mart stores,0.3061224489795918
1444,wells fargo special mid cap value a,wells fargo adv spec md cp val a wfpax,0.08928571428571429
1445,geo group inc,geo group inc new,0.3755102040816327
1446,mainstay large cap growth fund cl i,mainstay large cap growth fund i,0.4795918367346939
1447,"vanguard small cap index, adm",vanguard small-cap index fund inst,0.14842300556586271
1448,vanguard extended market idx i,vanguard ext. market idx adm,0.19047619047619047
1449,vf corporation,v f corp com,0.2193877551020408
1450,accenture plc cls a usd0.0000225,accenture ltd ord,0.06326530612244899
1451,gopro inc class a,gopro inc cl a isin #us4 sedol #bmnqc35,0.04591836734693877
1452,telefonica s.a. adr sponsored adr cmn,telefonica sa adr ea repr 1 ord npv,0.08163265306122448
1453,vanguard bond index fund short term portfolio,vanguard short-term bond index,0.03628117913832199
1454,alibaba grp sp adr (cayman islands),alibaba group hldg ltd,0.058309037900874626
1455,vanguard ttl bond mkt idx adm,vanguard total bond market idx-adm,0.2565597667638484
1456,metropolitan west total return bond fund,metropolitan west total return bond plan class shares,0.08163265306122448
1457,t. rowe price global technology fund,t.rowe price global tech fund,0.2193877551020408
1458,vanguard target retirement 2035 fund,vanguard target retirement 203 5 fund,1.0
1459,vanguard ttl bnd mrk indx inst,vanguard total bond market index,0.11930926216640503
1460,ishares tr core us aggt bd etf,ishares barclays aggregate bd fd,0.08163265306122448
1461,bce inc,bce inc f,0.6530612244897959
1462,eog resources inc com,e o g resources inc,0.2565597667638484
1463,guggenheim bulletshares 2016 high yield corporate bond etf,claymore guggenheim bulletshares 2016 high yield corp bond etf,0.09795918367346938
1464,templeton glbal bond adv,templeton global bond fund cl advisor,0.10787172011661807
1465,vanguard ltd-trm t/e adm,vanguard limited-term tax-exempt fund investor shares,0.02226345083487941
1466,dfa us large cap value port.,dfa u.s. large cap value portfolio institutional class,0.03352769679300291
1467,vanguard small cap etf (vb),vanguard small cap etf iv,0.4795918367346939
1468,powershares emerging markets sovereign d,powershares db em usd liquid balanced,0.0392464678178964
1469,american balanced portfolio fund class c (31%),american funds balanced portfolio,0.0392464678178964
1470,zillow group inc,zillow group inc shs cl c,0.1673469387755102
1471,vanguard ftse emerging markets,vanguard msci emerging markets etf,0.19047619047619047
1472,nasdaq inc com stk,nasdaq inc com,0.3755102040816327
1473,linkedin corp class a,linkedin corp - a,0.3061224489795918
1474,approach resources,approach resources inc com,0.19047619047619047
1475,ford motor co com new,ford mtr co del com par $0.01,0.08928571428571429
1476,vanguard midcap index - a,vanguard mid cap index,0.3061224489795918
1477,vanguard small-cap value etf,vanguard index fds vanguard small cap value vipers formerly vanguard,0.0075937351684859985
1478,general electric co div: 0.920,general electric,0.09795918367346938
1479,duke energy corp new com new,duke energy corp new com new isin #us4 sedol #b7jzsk0,0.0392464678178964
1480,c.h. robinson worldwide inc,c h robinson worldwide inc com new isin #us8 sedol #2116228,0.017006802721088433
1481,coca-cola company,coca-cola co/the,0.3061224489795918
1482,vanguard index fds formerly vanguard index tr to 05/24/2001,vanguard index funds s&p 500 etf,0.01396348012889366
1483,pimco total return fund instl cl,pimco total return fund - class r,0.1673469387755102
1484,amgen inc div: 4.000,amgen incorporated,0.13265306122448978
1485,vanguard extended market index fund institutional,vanguard ext. market idx adm,0.04244897959183674
1486,pepsico inc.,pepsico inc,1.0
1487,ligand pharmaceuticals inc cl b,ligand pharmaceuticals inc com,0.4795918367346939
1488,emerging markets,harding loevner emerging markets adv cl,0.04591836734693877
1489,the walt disney co,walt disney co com,0.19047619047619047
1490,rydex guggenheim s&p 500 equal weighted index etf,guggenheim s&p 500 eql weight etf iv,0.06874328678839957
1491,alphabet inc-cl a,alphabet inc shs cl a,0.3061224489795918
1492,southwest airlines,southwest airls co com,0.19047619047619047
1493,emerald gwth fd cl a,emerald growth a,0.19047619047619047
1494,pim total rt inst,fund: pimco total return admin,0.0748299319727891
1495,pimco low duration instl,pimco low duration fund a,0.3061224489795918
1496,harbor international fund,harbor international institutional,0.13265306122448978
1497,four corners ppty tr inc com,four corners ppty reit,0.19047619047619047
1498,american mutual fund-a,american fd american mutual fd cl f2,0.06326530612244899
1499,ishares barclays aggregate bd fd,ishares core u.s. aggregate,0.10787172011661807
1500,oppenheimer developing mkts y,oppenheimer developing markets fnd y,0.2193877551020408
1501,dfa emerging markets value,dimensional emerging mkts val prtf instl,0.04591836734693877
1502,american beacon lg cap val planahd,am beacon large cp val,0.06874328678839957
1503,wells fargo & co new del,wells fargo & co com,0.2193877551020408
1504,exxon mobil corp | e005207,exxon mobil corporation com,0.13265306122448978
1505,barnes & noble inc com,barnes &noble inc com,1.0
1506,alibaba group hldg ltd sponsor,alibaba grp sp adr (cayman islands),0.06326530612244899
1507,harbor capital appreciation instl,harbor cap appr inst,0.10787172011661807
1508,pimco total return instl,total return fund (pimco),0.0748299319727891
1509,metropolitan west total return bond fund,metropolitan west total return bond plan fund,0.3061224489795918
1510,vanguard total bond market index adm,vanguard total bond market index fund admiral shares,0.08163265306122448
1511,vanguard total bond market index fund institutional plus,vang tot bd mk is pl,0.015444015444015448
1512,first trust internet index cf etf,first trust dow jones internet,0.09795918367346938
1513,cohen & steers rlty,cohen & steers realty,0.6530612244897959
1514,alibaba group hldg ltd sponsored ads,alibaba grp sp adr (cayman islands),0.05380333951762523
1515,netflix com inc,netflix inc.,0.3061224489795918
1516,vanguard total bond market index fund institutional shares,vanguard total bond market index inv,0.04591836734693877
1517,vanguard mid-cap index fund admiral shares,vanguard mid cap index admiral,0.10787172011661807
1518,pimco total return r,fund: pimco total return admin,0.13265306122448978
1519,oppenheimer developing markets fund,oppenheimer developing markets y fund,0.6530612244897959
1520,vanguard reit index etf (vnq),vanguard reit etf index,0.13265306122448978
1521,spdr dow jones indust av etf trust,spdr dow jones indl avrg etf,0.13265306122448978
1522,vanguard extended market index fund institutional shares,vanguard extended market idx adm,0.03628117913832199
1523,allstate corp comm,allstate corp div: 1.320,0.14842300556586271
1524,ford mtr co,ford motor co com new,0.14842300556586271
1525,vang ext mkt idx ins,vanguard extended market index fund admiral shares,0.02423469387755102
1526,vanguard shortterm investgrade adm,vanguard short-term investment-grade fund investor shares,0.0392464678178964
1527,eli lilly & co,lilly eli &co com npv,0.10787172011661807
1528,vanguard ttl bond mkt idx adm,vanguard total bond market index fund institutional plus shares,0.015444015444015448
1529,baidu inc spon adr,baidu inc sponsored adr repstg ord shares class a,0.02423469387755102
1530,canadian natl railway company com,canadian natl railway co,0.1673469387755102
1531,financial instns inc com,financial institutions inc,0.1673469387755102
1532,vanguard total bond market index adm,vang tot bd mkt inst,0.06874328678839957
1533,home depot inc com isin #us9 sedol #2434209,"the home depot, inc. cmn",0.02423469387755102
1534,deutsche bk ag reg shs,deutsche bank ag new fregistered shares,0.0748299319727891
1535,disney walt co com disney,disney walt co,0.13265306122448978
1536,vanguard 500 index fund - admiral,vanguard 500 idx adm,0.10787172011661807
1537,trp new horizons,t rowe price new horizons fund,0.09795918367346938
1538,franklin income fund cl a,franklin income series cl a,0.2565597667638484
1539,vang tot bd mkt inst,vanguard total bond market idx instl pls,0.058309037900874626
1540,american funds american hi inc tr r3,american high income trust cl a,0.04591836734693877
1541,vanguard small-cap growth index fund investor shares,vanguard small capitalization growth index fund investor shares,0.11930926216640503
1542,pimco fds income instl,pimco income administrative,0.09795918367346938
1543,metr w tot rtn bond cl m,metwest tot rtn bd i,0.14842300556586271
1544,sirius xm hldgs inc,sirius xm hldgs inc com,0.3755102040816327
1545,chemours company,chemours co com,0.3061224489795918
1546,new york community,new york cmnty bancorp inc,0.09795918367346938
1547,vanguard total intl bond index etf,vanguard total international bond index etf,0.1673469387755102
1548,diageo plc new sponsored adr,diageo plc sponsored adr,0.3755102040816327
1549,first trust emerging markets alphadex fu,deutsche x-trackers msci emrgng mkts hdgd eqty etf,0.015444015444015448
